habitacion,bano,estaciona,propiedad,precio
4,2,2,344,773000
3,2,1,147,1475000
5,3,2,646,2180000
2,1,1,943,1500000
5,3,2,836,3200000
2,1,1,140,682000
4,2,2,1094,1030000
3,2,2,535,700000
4,2,2,1031,675000
5,1,2,644,1900000
3,2,3,722,1410000
3,1,2,332,817000
4,3,2,933,1815000
3,1,2,580,1225000
3,2,2,703,690000
3,1,1,335,880000
4,2,1,592,1562000
3,1,2,785,1530000
3,1,2,579,1264000
6,3,3,786,2150500
3,1,2,649,810000
2,1,2,567,570000
3,2,2,697,2655000
3,2,3,289,3275000
4,3,2,792,2720000
4,2,2,725,2525000
3,1,2,684,1300000
3,1,1,406,1275000
2,1,0,191,900000
2,1,1,0,520000
3,1,0,186,1204000
2,1,0,190,730000
4,2,2,645,1268000
3,1,2,613,1445000
3,2,2,534,796000
4,2,2,662,769000
3,1,2,513,690000
3,1,1,756,1325000
3,1,0,801,1052000
2,1,1,2685,555000
3,2,2,230,1381000
3,1,0,96,1000000
2,1,1,3481,720000
3,1,0,202,1717500
4,1,1,163,2400000
3,1,1,309,1950000
2,1,1,292,817500
5,5,4,688,1150000
3,1,1,179,590000
3,2,2,426,1520000
4,2,2,627,1700000
2,1,3,294,960000
4,2,2,536,732000
3,1,1,366,800000
3,1,2,533,877000
4,2,4,712,1255000
3,1,2,537,900000
3,2,2,552,1199000
4,2,3,724,1500000
3,2,1,318,780000
3,1,2,490,862500
4,2,2,441,1020000
2,1,1,476,996000
2,1,0,151,1095000
5,3,2,646,680000
4,2,2,479,492000
3,2,2,263,425000
3,1,2,973,985500
3,2,2,815,720000
4,3,2,907,860000
3,1,2,584,408500
3,1,1,595,310000
3,1,4,597,620000
4,2,2,709,650000
3,1,2,693,716000
3,1,2,586,645000
3,2,2,542,840000
3,2,1,526,801000
5,3,2,619,955000
3,2,2,348,1255000
3,1,2,696,1369000
3,1,2,649,902000
2,1,1,1489,885000
3,1,2,768,967500
4,2,2,786,890000
3,2,2,188,1800000
2,1,2,470,1200000
2,2,2,1523,720000
2,1,1,0,410000
3,2,1,223,930000
2,1,1,132,600000
3,1,2,793,1390000
2,1,2,665,761000
3,1,4,616,650000
2,1,1,470,700000
2,1,0,153,1275000
2,1,1,185,1680000
4,2,1,302,1340000
3,1,2,617,800000
3,2,2,571,545000
3,1,2,537,570000
5,2,1,1424,715000
3,2,3,4780,860000
3,1,2,618,653000
5,2,3,858,2862000
5,3,2,595,2180000
3,2,2,364,1610000
4,3,2,910,2450000
4,1,2,1110,2250000
4,2,2,1017,1100000
3,1,2,197,512000
4,2,2,620,820000
5,3,3,616,1050000
3,1,2,1020,1326000
3,2,2,1036,895000
3,2,2,563,730000
4,3,2,789,880000
4,2,2,1070,925000
3,2,2,775,770000
4,2,2,680,715000
4,2,2,494,840500
4,2,3,990,810000
4,2,3,633,1600000
3,1,2,400,1325000
4,2,2,743,3150000
2,1,1,348,1285000
2,1,0,0,685000
2,1,1,128,878000
3,2,2,254,957000
3,2,2,159,1236000
3,2,0,234,1750000
4,3,3,451,2010000
3,2,1,362,2370000
0,0,0,241,1480000
2,1,1,264,1682000
4,2,2,419,915000
3,2,2,137,781000
2,1,3,671,875000
4,2,2,604,1300000
4,2,1,590,1430000
3,2,2,666,660000
3,2,1,320,480000
4,2,2,778,2380000
3,1,2,585,1035000
3,2,1,103,975000
3,1,1,627,556000
3,1,2,722,875000
4,2,2,713,670000
3,1,1,307,575000
3,1,2,340,1250000
1,1,1,2592,395000
2,1,0,107,840500
3,1,4,482,1995000
2,1,1,847,600000
2,1,2,964,797000
3,1,3,784,3001000
3,2,2,552,752000
3,1,4,670,705500
2,1,2,766,685000
3,1,1,364,560000
2,1,2,416,511500
3,2,2,209,810000
3,2,2,161,1275000
3,1,2,706,1690000
4,3,2,552,3600000
3,2,2,198,815000
2,1,1,575,920000
3,1,1,565,467000
4,2,2,590,405000
3,2,2,599,420000
3,1,2,615,465000
4,2,2,628,625000
2,1,1,389,428000
4,2,2,643,722500
2,1,1,257,421000
2,2,1,370,890000
3,1,0,781,960000
3,1,2,848,755000
1,1,1,114,286000
3,1,1,449,1375000
3,2,4,867,1401500
4,2,2,413,920000
2,1,1,709,1110000
3,1,4,2385,620000
3,1,4,807,1200000
4,2,4,691,1387000
4,2,2,196,970000
3,2,2,264,870000
3,1,1,722,1250000
3,1,2,739,865000
3,1,1,579,1410000
3,2,2,462,1220500
1,1,1,1382,357000
4,1,2,718,1920000
3,1,2,810,597500
3,1,1,343,1250000
3,1,1,396,1230000
3,1,2,492,1220000
4,2,2,650,1315000
3,1,2,550,660000
2,2,1,1223,570000
2,3,1,1223,850000
5,3,4,4221,1550000
3,1,1,188,1000000
3,1,1,247,1240000
3,1,1,563,1590000
3,1,0,245,1275000
3,1,0,271,1350000
4,2,2,697,1075000
3,1,1,656,821000
4,2,4,553,1071888
2,1,1,132,560000
5,2,2,546,1750000
3,1,2,700,1210000
4,2,2,597,1500000
4,2,4,619,1215000
3,1,1,743,1265000
4,2,2,624,1050000
2,1,2,253,790000
4,2,2,425,410500
4,2,2,597,1300000
3,2,2,259,1400000
3,1,4,645,955000
2,1,4,609,860000
2,1,1,487,740000
2,1,1,0,816000
3,1,2,0,800000
2,1,1,0,1020000
2,2,1,0,660000
3,2,3,468,1242000
2,1,2,525,1365000
3,1,1,170,691000
2,2,1,70,660000
3,2,2,214,875000
5,3,4,525,1350000
3,3,2,158,1020000
3,1,2,0,630000
3,1,1,598,877500
5,3,4,890,912000
3,1,3,494,685000
1,1,1,0,270000
3,1,4,601,911000
1,1,1,113,365000
2,1,1,73,470000
2,2,2,180,890500
1,1,0,1082,355000
3,1,0,200,1300000
2,1,0,316,717000
3,1,2,187,1530000
4,2,4,1459,817000
3,2,2,776,1291000
3,2,2,921,1085000
3,1,1,446,750000
2,2,2,290,1005000
4,2,0,725,860000
4,2,2,448,645000
4,2,2,463,1770000
5,3,2,640,2250000
3,1,0,730,833800
6,4,2,662,1050000
3,1,1,297,1085000
4,2,3,38490,1070000
3,1,1,118,1700000
2,1,1,1890,470000
2,1,1,708,945000
3,1,1,119,900000
3,2,2,273,1810000
3,1,2,343,785000
3,1,1,606,770000
3,1,3,565,600000
4,2,2,268,1650000
3,1,1,534,883000
3,3,2,698,1650000
3,1,2,1011,755000
4,2,2,696,780000
3,1,1,322,518000
5,3,2,735,2000000
3,2,2,444,1050000
4,2,2,684,716000
4,2,2,883,1450000
4,3,3,682,1860000
3,1,2,656,1181000
4,2,3,725,1352000
3,1,2,536,632500
3,1,1,340,460000
3,1,2,555,651000
3,1,2,651,831000
3,1,2,695,1250000
2,1,2,508,1460000
2,1,2,443,1000000
3,1,2,438,1420000
3,1,1,0,640000
2,1,2,326,856000
4,2,4,624,1235000
5,3,3,842,1425000
4,2,2,1250,1650000
4,3,2,882,1400000
4,2,2,407,1290000
3,1,0,658,825000
4,2,1,722,1000000
3,1,4,733,1160000
6,2,2,453,1180000
4,2,3,777,800000
2,1,1,369,749000
3,1,0,121,1370000
4,2,2,733,1272000
2,1,1,136,957500
3,2,2,754,2080000
3,2,2,629,852000
2,1,1,0,505000
3,1,1,270,1402500
5,3,2,557,2905000
2,1,3,374,650000
3,2,1,300,856000
3,1,1,149,1505000
3,1,1,186,1900000
3,2,2,247,600000
2,1,1,743,1030000
3,1,4,575,1005000
2,1,0,1097,410000
2,1,1,903,590000
3,2,2,348,1850000
3,2,1,257,1530000
3,1,0,217,865000
3,2,2,566,1370000
3,2,2,254,1082000
4,1,1,676,1972500
3,2,2,721,1775000
4,2,2,599,1150000
4,2,2,573,835000
2,1,1,0,460000
2,1,1,136,725000
2,1,1,1129,602000
2,2,1,0,830000
3,2,2,975,1300000
3,2,1,260,1330000
4,3,2,526,2050000
5,2,1,629,1940000
3,1,1,697,1590000
2,1,1,134,725000
2,1,2,773,2367000
4,2,4,765,705000
4,3,2,704,2200000
2,1,1,271,736500
3,1,2,680,780000
2,1,1,0,420000
4,2,2,603,1479000
3,1,2,383,1199000
4,3,2,557,1350000
3,2,1,260,890000
4,2,5,612,1655000
3,2,2,614,1430000
3,2,2,225,955000
4,2,2,792,667000
4,2,2,796,740000
3,2,2,328,1080000
2,1,1,159,623500
4,1,2,769,1258000
3,1,2,392,590000
3,2,4,0,1600000
3,2,1,343,1211000
4,3,3,803,3225000
4,3,2,373,2385000
3,1,2,0,1370000
3,4,2,424,1750800
4,3,2,592,2300000
4,1,2,606,1605000
2,1,1,542,1035000
3,1,1,546,505000
3,2,2,244,663000
2,1,1,245,860000
3,1,1,349,1505000
3,2,0,200,1700000
3,1,1,439,1280000
2,1,0,0,755000
5,3,4,957,2545000
3,2,2,401,1405000
2,1,1,69,460000
4,2,2,425,1210000
3,1,0,161,1265000
3,1,3,484,1300000
2,1,1,54,460000
1,1,1,41,263100
5,1,1,441,1075000
4,2,2,189,950000
1,1,1,604,1310000
3,1,2,412,714000
4,2,2,520,880000
3,2,2,639,1405000
3,2,1,93,1837500
4,2,2,480,593000
3,1,0,646,1732000
3,1,1,583,1253500
7,4,2,765,1642000
2,1,1,148,700000
3,2,2,306,780000
4,2,2,595,720000
3,2,2,446,1622000
3,2,2,321,1290000
3,2,1,359,1930000
4,2,2,654,2408000
4,3,2,967,4750000
2,1,1,2207,645000
2,2,2,0,1100000
3,1,0,216,1628000
3,2,2,0,1042000
3,2,2,621,1450000
4,2,2,550,525000
2,1,1,601,570000
2,1,1,1961,300000
2,1,2,307,1417500
4,1,2,584,1550000
2,1,2,897,510000
3,1,2,532,1010000
2,1,1,1078,601000
3,1,2,584,1145000
3,1,2,350,755000
4,2,3,734,911982
4,2,2,735,1040000
3,2,2,363,700000
3,1,0,192,1460000
2,1,0,0,556000
5,2,3,630,1615000
3,2,1,512,1090000
3,2,2,677,865000
2,2,1,143,525000
2,1,0,144,1135000
2,1,0,139,900000
2,1,1,197,340000
3,2,0,598,499000
6,2,2,655,506000
3,2,1,280,430000
3,2,2,219,420000
2,2,1,0,570000
2,1,2,155,1253000
4,2,3,879,720000
3,1,2,455,637000
4,2,2,731,905000
4,1,2,1717,835000
3,1,2,865,800000
3,1,1,810,560000
3,1,2,540,665000
4,2,2,704,447000
3,1,3,531,570000
4,2,2,528,610000
3,1,2,608,435000
4,2,3,624,1255000
2,1,1,2256,595000
4,2,2,668,1616000
3,1,1,633,1060000
4,2,3,733,1250000
3,2,2,195,871000
3,2,2,695,1451000
3,2,3,654,1385000
3,2,2,402,1360000
5,4,3,4077,2620000
6,4,4,840,1850000
2,1,2,421,612500
3,2,1,306,1060000
4,2,2,470,1970000
6,3,3,804,855000
3,1,1,654,855000
4,3,2,792,895000
4,2,2,796,925000
2,1,0,702,902000
2,1,1,249,1410000
2,1,1,0,660000
3,2,2,797,1360000
3,2,2,553,500000
3,2,2,637,573000
3,2,1,156,380500
3,2,1,525,528000
3,2,1,606,465000
4,2,2,635,545000
2,1,1,279,452500
2,1,6,856,1980000
3,2,1,176,830000
3,2,1,173,886000
1,1,1,28,280000
3,2,2,204,850000
2,1,1,92,445000
3,3,1,846,1050000
3,2,4,491,710000
4,2,4,625,800000
3,2,2,572,805000
2,1,4,687,786000
3,1,1,164,577000
3,2,2,239,670000
2,2,1,306,617000
2,1,1,167,1321000
2,1,0,121,960000
1,1,1,0,495000
2,1,1,180,990000
3,1,0,390,1100000
2,1,1,43,455000
2,1,1,189,680000
5,3,2,477,1205000
3,1,2,602,491000
3,1,1,623,566000
3,1,1,650,740000
4,3,2,1659,1400000
5,2,2,538,1880000
3,1,1,935,755000
4,2,2,634,635000
2,1,1,730,762000
2,1,1,0,501000
4,3,3,1064,2920000
3,2,2,313,1501000
3,2,2,409,1500000
3,2,2,0,1440000
3,2,2,296,1330000
4,2,2,690,1130000
4,2,2,762,1331000
4,2,2,726,1100000
3,2,2,328,1135000
4,1,2,587,651000
3,1,1,746,865000
1,1,1,124,362500
3,1,1,584,922000
2,1,2,650,650000
3,2,6,697,963500
3,1,1,641,815000
3,1,3,580,740000
5,2,2,877,750000
4,2,1,633,730000
3,2,2,711,770000
3,2,2,392,550000
3,1,6,700,870000
4,2,2,630,2905000
2,1,2,765,1695000
4,2,2,726,2550000
3,2,3,646,561000
2,1,1,279,525000
4,2,2,750,2800000
3,1,1,271,1870000
3,2,2,273,2402500
3,1,2,261,1955000
3,1,2,290,1702000
2,2,1,0,500000
4,2,2,446,3399000
4,2,1,595,3900000
2,1,1,0,697000
2,1,2,966,802500
1,1,0,0,441000
3,2,4,522,2680000
2,1,1,1324,500000
2,1,2,154,738000
3,2,2,192,715000
3,1,0,583,800000
2,1,1,129,680000
3,1,2,648,1010000
3,1,1,277,630000
3,1,2,377,605000
3,1,2,429,580000
2,1,1,94,444000
2,2,1,220,532000
3,2,3,598,1600000
4,2,2,661,677000
4,2,2,704,737500
3,2,2,530,520000
3,2,2,540,553100
3,2,1,435,418000
3,1,1,663,505000
3,1,1,581,492000
4,2,3,800,680000
4,2,2,546,472000
3,1,2,537,442500
3,2,2,311,1203500
3,1,2,603,1250000
3,1,2,424,1475000
3,1,2,617,1640000
3,1,1,708,590500
3,1,1,589,895000
4,2,3,696,790000
3,1,0,534,825000
3,2,4,546,806000
4,2,2,535,698000
3,2,1,468,752500
1,1,1,0,400000
1,1,0,91,715000
3,1,2,257,1300000
3,1,1,1096,660000
4,3,1,638,2425000
2,1,3,193,825000
2,1,1,0,682000
5,2,2,842,3200500
3,2,2,200,1110000
4,1,2,836,2258000
3,3,1,204,1650000
4,2,2,560,1250000
5,2,3,545,520000
4,2,2,900,1218000
4,2,2,620,1010000
2,1,2,138,383000
3,2,2,534,600000
3,1,1,533,487000
3,1,2,640,572000
2,2,2,248,650000
3,1,2,417,793000
4,2,2,510,2775000
3,2,0,312,1700000
3,1,1,206,1060000
4,2,0,589,2400000
2,1,1,81,530000
2,1,1,0,450000
4,2,4,251,1510500
2,1,1,4977,353000
2,1,2,368,1250000
5,2,2,904,2300000
2,1,1,0,720000
3,1,4,600,295000
4,2,1,587,347500
3,2,2,740,410000
3,1,2,309,1010000
5,2,2,720,1485000
3,2,1,411,3750000
3,2,0,138,1750000
2,1,1,114,480750
5,2,2,574,725000
2,1,1,300,695000
2,1,4,446,655000
3,1,2,208,775000
3,1,2,439,820000
4,2,2,708,990000
2,1,1,697,883000
4,2,0,420,1462000
3,2,2,842,1130000
3,2,2,397,960000
4,2,1,973,1050000
3,1,1,575,900000
3,1,0,396,806000
3,2,1,1125,1160000
3,1,3,615,700000
4,3,2,701,980000
4,2,2,243,1250800
4,3,2,768,1327000
2,1,1,296,670000
3,1,2,1321,1615000
4,3,2,668,1400000
2,1,1,190,620000
3,2,2,324,800000
4,2,2,589,1540000
1,1,1,0,470000
3,2,2,441,1160000
3,1,1,178,715000
4,2,2,650,1010000
3,1,2,577,980000
3,1,4,695,730000
3,1,1,587,676000
4,2,4,702,805000
3,1,1,818,802000
2,1,0,114,1126000
4,2,0,149,1746000
2,1,1,0,799000
3,1,1,170,1285000
3,1,0,326,1512000
4,1,0,566,2042000
2,1,1,234,1260000
4,3,4,423,1650000
3,3,2,338,1235000
4,2,1,746,1570000
3,2,2,239,777000
3,1,2,699,972000
2,1,2,567,1225000
3,1,1,716,1292000
4,2,2,344,912000
4,3,2,719,1565000
2,1,1,0,640000
2,1,4,772,1270000
5,2,2,693,1485000
4,2,4,641,1137500
3,1,2,545,1415000
3,2,1,2431,1560000
2,2,1,135,530000
3,1,2,525,876000
3,2,1,450,802000
3,1,0,278,736000
3,1,2,234,755000
2,1,1,0,478000
2,1,2,605,650000
2,1,0,181,1335000
1,1,1,0,545000
2,1,1,0,740000
2,1,1,0,698000
2,1,0,117,780000
2,1,2,57,1190000
2,2,2,86,1170000
2,1,1,0,660000
3,1,2,693,920000
3,1,2,680,1115000
3,2,1,0,550000
3,1,2,483,1171000
5,2,2,559,1060000
3,1,2,581,996000
2,1,3,155,617500
3,1,2,700,817000
2,2,1,151,575000
3,2,2,289,635000
2,1,1,142,470000
3,2,1,301,700000
3,1,2,627,860000
2,1,0,164,1000000
3,1,1,111,1250000
3,1,1,185,1280000
2,2,1,14196,615000
1,1,1,0,314000
2,1,0,135,1341000
3,1,1,835,930000
2,1,2,190,609000
4,2,2,798,1085000
3,2,2,468,1100000
4,2,1,625,1185000
4,2,2,383,500000
3,2,3,0,630000
2,1,1,0,760000
4,2,2,831,2100000
4,2,2,631,795000
4,3,2,122,1315000
2,1,1,152,830000
2,1,0,207,940000
3,2,2,76000,1085000
3,1,1,297,835000
1,1,0,74,807500
4,2,1,403,4100000
3,3,1,913,1430000
4,2,2,564,2920000
1,1,1,0,400000
2,1,1,0,600000
2,1,1,3634,600000
4,2,2,730,1300000
3,1,3,399,1000000
3,1,0,722,650000
1,1,2,617,565000
5,3,3,1348,1387000
1,1,1,0,480000
2,1,0,284,730000
4,2,2,808,535000
3,1,2,550,865000
3,2,2,573,1070000
1,1,1,44,245000
6,2,4,588,750000
3,1,1,471,632000
3,1,4,697,905000
5,2,0,739,2505000
3,1,1,516,1785000
3,1,2,586,1580000
3,1,2,665,1620000
3,2,2,684,645000
5,3,2,771,1300000
5,2,2,733,1381000
5,2,2,665,1225000
4,2,1,662,1375000
3,1,2,545,705000
3,1,2,551,550000
3,1,3,654,630000
3,1,2,727,740000
2,1,1,120,745000
3,1,0,275,1225000
4,2,0,364,1400000
3,2,1,289,390000
3,2,2,286,555000
3,1,2,676,695000
2,1,1,1200,575000
3,2,2,291,870000
4,2,2,1529,1050000
4,1,3,541,710000
3,1,1,538,705000
3,1,2,660,570000
3,1,1,239,372000
3,1,1,126,597000
2,1,1,0,660000
3,1,2,141,500000
5,2,2,626,560000
4,3,3,858,1200000
5,3,2,762,1223000
4,2,2,702,1035000
3,1,2,410,1367000
2,1,2,169,880000
3,1,1,353,862000
4,2,2,448,595000
4,1,2,405,1190000
2,1,1,80,709500
2,1,1,1521,550000
3,1,2,169,670000
4,1,1,327,3560000
5,3,2,1068,1500000
4,3,2,533,1030000
2,1,1,222,1130000
3,1,2,680,820000
3,1,1,596,680000
3,1,1,582,720000
3,3,1,668,1107500
3,1,2,612,285000
1,1,1,0,328500
4,2,2,392,1575000
5,2,2,942,900000
2,1,1,158,520000
2,1,1,1,380000
4,5,2,638,920000
4,4,2,603,950000
2,1,1,0,485000
3,2,2,548,1291000
3,1,2,720,775000
4,2,4,719,820000
5,3,2,803,2285000
3,1,2,694,797000
5,2,2,622,760000
2,1,1,304,590000
3,2,2,0,1180000
2,1,1,0,585000
4,1,2,890,1580000
3,1,1,629,460000
3,1,1,341,386000
2,1,2,159,515000
4,2,2,236,1515000
3,1,1,210,1037000
3,1,1,193,1100000
3,2,1,161,1330000
3,2,1,110,937000
1,1,0,197,290000
3,1,1,612,730000
3,1,2,582,660000
3,1,2,695,1530000
3,2,2,668,1150000
4,2,2,592,1600000
3,2,2,585,636000
2,1,1,92,755000
8,8,4,650,2200000
3,1,1,684,1530000
2,1,2,0,750000
1,1,1,314,286000
2,1,1,0,580010
4,3,2,326,1250000
3,2,2,194,430000
3,1,1,0,360000
4,2,2,750,740000
4,2,4,688,647000
2,1,1,0,636500
3,2,1,0,930000
3,1,2,615,1018000
2,1,2,378,760000
2,2,1,134,876000
1,1,4,741,867000
1,1,0,0,365000
3,2,0,186,1297000
4,1,0,616,515000
4,2,2,612,670000
4,2,2,974,865000
4,2,2,815,760000
3,1,2,802,725000
2,1,1,2040,480000
4,2,2,864,1120000
3,1,1,375,465000
4,2,2,680,614000
4,2,1,830,930000
3,1,2,539,557000
3,1,2,697,650000
4,2,2,655,750000
3,2,1,539,806000
3,1,3,564,892000
3,3,3,823,1345000
4,2,2,736,1430000
4,3,2,674,1663000
4,3,2,706,1310000
3,2,2,798,1530000
4,3,2,664,1390000
3,2,2,643,1423000
2,1,1,196,630000
3,1,2,615,1300000
5,6,3,900,1260000
3,1,2,197,655000
4,2,2,836,792000
1,1,1,1192,435000
1,1,0,0,350000
3,2,2,375,490000
3,1,1,597,490000
3,1,1,227,392250
2,1,1,157,417500
3,2,2,213,1000000
1,1,1,0,310000
3,2,1,445,1398000
3,2,1,219,664000
3,2,2,1869,1900000
2,1,2,6367,790000
2,2,1,4421,830000
1,1,1,0,456000
2,1,0,132,1000000
3,2,2,0,800000
3,1,2,713,565000
3,1,2,835,810000
4,2,2,561,749000
1,1,1,0,260000
1,1,1,0,330000
2,1,1,2015,501000
3,1,2,778,1908000
3,2,1,839,1070000
4,2,1,655,700000
3,1,2,676,805000
3,1,1,600,721000
2,1,1,102,400000
2,2,1,248,675000
4,2,2,228,656000
3,2,2,743,866000
4,3,4,925,1028000
4,2,2,750,783000
5,3,2,544,800000
3,1,1,626,735000
2,2,1,201,595000
2,2,2,160,539000
3,2,2,1801,1300000
1,2,1,486,580000
2,1,1,0,771000
4,2,2,654,622000
3,1,1,301,400000
1,1,1,0,455000
2,1,1,915,615888
4,2,3,680,1430000
2,1,1,2033,534000
3,1,1,436,575500
3,1,2,481,600000
2,1,1,94,445000
3,1,0,703,1430000
4,2,2,680,1820000
4,2,2,724,660000
5,2,3,548,1475000
5,3,2,740,2100000
3,1,2,670,1510000
3,2,1,252,880000
2,1,0,620,1320000
2,1,1,662,575500
3,2,2,547,775000
4,2,2,531,635000
3,2,4,708,675000
3,1,4,650,620000
5,3,2,596,1005000
4,2,1,330,710000
3,1,1,590,700000
3,2,2,174,635000
2,1,1,4267,438000
2,2,1,2135,710000
1,1,1,0,390000
3,2,2,257,1205000
3,1,1,404,1410000
1,1,1,0,520000
3,1,3,992,811000
3,2,1,655,710500
3,1,2,604,752000
3,1,2,575,622000
3,2,2,159,650000
2,2,1,0,435000
3,1,2,420,876000
1,1,1,0,338000
4,1,3,697,1340000
3,1,1,702,450000
3,1,2,570,440000
2,2,1,0,1075000
4,2,2,1241,550000
3,2,2,586,373500
2,1,1,180,280500
2,1,1,128,640000
4,2,2,556,1322000
3,1,2,331,940000
3,2,2,649,767500
3,2,2,531,705000
3,2,2,840,705000
4,2,2,530,790000
4,2,2,537,676000
5,3,2,656,704500
4,2,1,531,550000
5,3,1,531,598000
3,1,1,622,592000
3,1,1,546,602000
3,1,1,493,1095000
2,1,1,72,480000
4,2,2,846,735000
1,1,1,552,1425500
3,1,2,459,1320000
4,1,3,478,1270000
3,2,2,1103,650000
4,2,2,530,1400000
3,2,2,304,1627000
3,2,3,650,1150000
3,2,2,366,1375000
3,1,2,288,850000
3,1,1,717,1850000
5,2,2,873,1016000
4,2,1,790,992000
4,2,1,632,1820000
3,2,1,669,1620000
3,1,2,366,1000000
3,1,1,637,650000
2,2,1,0,785000
2,1,1,0,620000
3,1,1,728,1040000
2,1,1,149,676000
3,1,2,598,1002000
4,3,2,289,1175000
3,2,2,655,1365000
3,2,2,295,875000
3,2,2,504,880000
3,1,2,509,1150000
4,2,2,0,774000
3,1,2,732,1122000
1,1,1,0,327000
4,2,2,700,1900000
4,2,3,220,2185000
2,1,1,145,800000
3,2,1,330,1210000
2,2,1,2166,635000
2,2,1,0,1003000
2,1,1,155,820000
3,0,0,502,1150000
3,1,2,676,925000
3,1,1,308,526250
1,1,1,168,351000
3,1,1,606,760000
3,1,2,514,690000
2,1,2,2427,715000
2,1,1,0,630000
2,2,1,189,1200000
4,2,2,1016,1725000
2,1,2,123,633000
4,1,2,894,1090000
4,2,2,675,936000
3,2,2,537,860000
4,3,2,709,850000
3,2,2,1088,1000000
3,2,2,531,640000
4,2,0,1151,800000
3,2,2,81,1720000
3,2,2,545,690000
4,2,2,613,875000
3,2,2,155,420000
4,2,2,609,677500
2,1,1,876,600000
2,1,1,17200,762500
4,2,1,176,1855500
2,1,1,174,802000
3,1,2,572,1016000
3,2,6,532,600000
4,1,3,559,631000
3,1,2,743,711100
3,1,0,674,582000
3,1,6,609,730000
1,1,1,0,468000
1,1,1,548,470000
4,2,2,0,1140000
3,2,2,288,750000
3,1,1,582,487000
4,2,2,587,410000
4,2,2,581,512500
3,1,2,508,830500
2,1,1,150,429000
3,1,2,613,551000
3,1,2,283,450000
2,1,2,140,781000
4,2,2,462,586000
4,2,2,448,496000
3,2,2,926,1280000
4,3,2,896,1635000
3,2,2,217,795000
3,2,2,706,1138000
3,1,1,518,477000
3,1,2,533,605000
3,1,2,544,610000
3,1,2,538,580000
1,1,1,0,415000
2,1,0,225,905000
2,1,1,0,725000
1,1,1,0,577000
3,2,2,347,451000
3,2,1,315,453350
4,2,2,700,895000
4,1,3,0,586000
3,1,1,190,570000
3,2,2,306,778000
4,2,2,652,1055000
3,1,2,527,790000
4,2,2,639,514000
3,2,2,847,529000
3,1,0,531,484000
2,1,1,17,670000
2,1,1,75,510000
3,1,2,542,410000
4,2,4,744,675000
3,2,0,159,1200000
2,1,1,0,650000
1,1,1,0,410000
4,2,2,400,478000
4,2,4,600,743500
3,1,1,284,1285000
2,1,1,100,440000
3,1,0,142,1635000
2,1,0,424,940000
3,1,0,299,1375000
4,2,2,102,1525000
4,2,2,766,1380000
3,2,1,239,700000
4,2,1,255,950000
2,1,1,218,415000
3,2,1,300,1625000
3,1,1,697,1225000
3,1,2,211,660000
3,2,1,305,767000
4,2,2,749,810000
2,1,2,369,1480000
2,2,1,3093,821000
3,1,1,327,1250000
4,3,2,267,1520000
3,2,3,634,2299500
3,2,2,553,951000
2,0,0,0,700000
2,1,1,0,614000
4,3,2,848,2360000
3,3,1,790,1750000
4,2,2,433,1460000
3,2,2,424,1360000
3,1,2,638,1739000
3,2,2,255,720000
5,3,2,613,1780000
4,2,2,650,1611000
3,1,0,758,1006000
4,2,2,673,1700000
4,3,2,306,1280000
4,3,2,429,1750000
3,1,2,700,1175000
3,1,2,537,1290000
4,2,2,670,683000
4,2,2,675,1730000
3,1,2,492,1100000
4,2,2,580,1250000
3,1,2,702,1246000
4,2,2,261,740000
3,1,1,904,1525000
2,2,1,126,730000
3,1,2,905,830000
5,3,2,818,3000000
3,2,1,35,1900000
3,1,2,0,1296000
4,4,4,508,4050000
4,2,1,396,2210000
4,2,4,651,1655000
4,2,2,619,2000000
3,1,2,696,2150000
3,1,2,605,1680000
2,1,2,275,890000
3,1,1,695,616000
3,1,4,697,632000
3,1,1,302,1310000
3,1,3,471,1615000
4,2,3,444,1500000
4,3,4,646,1751000
3,1,3,557,1200000
4,2,2,773,1580000
3,1,0,4000,535000
4,2,1,287,685000
3,1,2,557,685000
4,1,2,542,725000
2,1,2,90,505000
4,2,2,637,1300000
4,2,2,760,1253000
3,1,3,590,1170000
4,2,1,627,1390000
4,2,2,797,1471000
2,1,2,239,746000
3,2,1,295,560000
3,2,2,456,1650000
2,2,1,245,881000
5,4,2,788,3190000
4,2,4,544,2100000
4,2,2,650,2725000
4,2,3,855,3250000
3,1,2,485,1370000
4,2,2,463,870000
3,2,2,216,687500
3,2,2,779,552500
2,1,0,261,1070000
4,2,2,494,1925000
4,2,1,402,995000
5,2,2,627,1310000
3,2,2,656,1275000
4,2,4,679,1200000
3,2,1,637,1095000
3,2,2,945,640000
4,2,2,625,1241000
4,1,1,711,1250000
3,1,1,270,729500
2,1,0,163,973000
2,1,1,0,560000
4,2,2,482,565000
4,2,2,756,615000
4,2,2,400,548000
3,2,6,1005,716000
4,2,2,448,667500
3,2,2,581,555000
3,2,2,269,730000
2,1,1,1474,1080000
3,1,1,864,702500
2,1,1,297,505000
3,2,2,507,766000
2,1,1,135,370000
2,1,1,414,488000
4,2,1,254,1680000
3,1,2,693,665000
3,2,2,358,475000
4,3,2,705,898000
3,2,3,790,815000
6,3,1,850,615000
4,2,2,649,915000
3,1,1,545,736000
3,3,2,621,1400000
3,1,2,220,780000
5,3,3,785,1328000
2,2,1,997,1300000
3,2,1,817,830000
4,2,2,573,762000
3,1,2,1027,925000
3,2,2,812,900000
