tipo,precio,habitacione,bano,estaciona,lote
h,1330000,4,2,2,717
h,650000,2,1,1,210
h,635000,4,2,1,662
h,582000,3,2,2,256
h,1245000,4,2,2,652
h,1031000,3,2,2,333
h,1170000,3,2,4,436
h,2500000,4,1,5,866
h,1285000,4,1,1,362
h,1240000,3,1,1,159
h,790000,3,1,5,536
h,730000,3,1,1,697
h,940000,3,1,2,534
h,905000,2,2,1,176
h,950000,2,1,0,138
h,1010000,3,1,1,711
h,1100000,4,2,3,648
h,412000,3,2,2,818
h,3870000,5,4,4,660
h,1595000,2,1,1,653
h,1500000,3,2,2,687
h,795000,3,2,2,368
h,1210000,3,1,1,690
h,1600000,4,2,2,738
t,1050000,4,2,3,248
t,1042000,3,2,1,286
h,720500,3,2,2,509
h,1600000,4,1,2,703
h,642500,3,1,3,690
h,770000,2,1,1,803
h,790000,2,1,1,183
h,1200000,2,1,1,182
h,1260000,3,1,1,736
h,770000,4,2,1,537
t,438000,2,2,2,105
h,2235000,5,3,1,600
h,1870000,4,3,0,588
h,577000,3,3,6,550
h,882000,3,1,1,332
h,820000,3,2,2,596
h,715000,3,1,2,532
h,975000,3,2,2,651
h,1288000,3,1,2,590
h,1323000,3,2,2,592
u,990000,3,2,2,296
h,765000,3,1,2,860
h,891500,3,1,1,671
h,1100000,4,2,2,792
t,785000,3,2,2,304
h,877500,4,2,3,598
h,955000,3,1,1,598
h,800000,4,1,1,694
t,730000,3,2,1,184
h,825000,3,2,2,260
h,830000,2,1,1,706
h,432000,3,1,2,596
h,625000,4,2,2,650
h,520000,4,2,2,349
h,505000,3,2,2,635
h,530000,4,2,2,645
h,590000,4,2,2,448
h,715000,4,2,2,764
h,1000000,4,2,2,1267
h,600000,4,2,2,585
h,570000,4,2,2,558
h,585000,3,1,2,530
h,645000,3,1,3,553
t,521500,3,2,2,279
h,927000,4,2,2,576
h,969000,4,2,1,733
h,1025000,4,1,2,718
h,715000,2,2,1,722
h,1560000,5,2,2,1463
h,920000,4,3,2,964
h,720000,3,2,2,794
h,960000,4,2,4,980
h,860000,3,2,2,794
h,570000,3,1,2,583
h,766000,4,2,2,523
h,630000,3,1,2,529
u,457000,2,1,1,248
h,660000,4,2,2,709
h,2460000,3,1,3,809
h,706000,3,1,2,681
h,675000,3,1,2,947
h,860000,4,2,2,677
h,735000,3,2,3,750
h,920000,1,1,0,133
h,1310000,4,1,4,728
h,825000,3,1,1,821
h,450000,3,1,2,566
h,500000,3,1,1,584
h,563000,3,1,1,644
h,750000,4,2,3,662
h,515000,3,2,1,900
h,825000,4,2,4,594
h,670000,4,2,4,692
h,1100000,3,1,5,740
h,1075000,3,1,2,646
h,612000,3,1,3,632
h,875000,4,3,2,582
h,780000,3,1,3,609
h,1200000,4,2,2,672
h,900000,4,2,2,406
h,717500,3,1,2,594
h,805000,4,2,4,624
h,645000,3,2,2,787
h,1055000,2,1,0,206
h,1030000,4,2,1,775
h,760000,2,1,1,622
h,1265000,3,1,1,704
h,727000,4,2,2,745
h,707500,4,2,4,643
h,750000,4,1,2,800
h,581000,3,1,0,593
h,575000,3,2,2,735
h,540500,3,2,1,530
h,1150000,4,2,2,682
h,1022000,5,2,1,533
h,1450000,3,3,2,509
h,800000,5,2,1,532
h,752000,3,1,7,592
h,1909000,3,1,2,715
h,800000,4,2,2,438
h,657000,3,1,1,353
h,795000,3,2,0,752
h,565000,3,1,2,554
h,779000,3,1,2,722
h,672000,4,2,2,640
h,2287500,5,3,2,4786
h,2010000,3,1,1,794
h,525000,3,2,2,748
h,395000,4,2,2,650
h,407000,4,2,1,763
h,455000,3,1,4,584
h,440000,4,3,2,800
h,1150000,5,3,2,685
h,810000,4,2,2,446
h,535000,4,2,2,448
h,668000,3,2,2,620
h,850000,5,2,2,1007
h,2220000,4,1,3,798
h,1365000,3,1,1,633
h,1350000,3,2,2,500
h,655000,4,2,0,964
h,1400000,3,1,2,725
h,1470000,3,1,2,676
h,1111000,4,1,2,743
h,736500,2,1,1,379
h,1040000,3,2,2,496
h,980000,3,2,2,330
h,1570000,5,2,1,374
h,1300000,3,1,1,364
h,861000,3,1,0,376
h,1410000,2,1,1,650
h,1135000,2,1,1,266
h,1210000,4,2,2,740
h,1055000,3,1,4,616
h,1056000,3,1,2,586
h,1000000,4,2,2,702
h,813500,4,2,2,536
h,987000,3,2,2,678
h,1365000,3,2,2,301
h,818000,3,1,2,469
h,500500,3,2,2,300
h,1060000,4,3,2,978
h,940000,5,2,2,529
h,2100000,4,3,2,202
h,1331000,4,2,3,655
h,1070000,3,1,7,556
h,825000,3,1,0,663
h,780000,3,1,3,627
h,945000,2,1,2,469
h,700000,3,1,1,533
h,1090000,2,1,1,642
h,810000,3,1,1,562
h,931000,2,1,0,98
h,1055000,2,1,0,132
h,850000,3,2,0,99
h,942000,4,1,2,773
h,1609000,3,3,2,804
h,600000,4,2,2,553
h,688500,4,2,2,653
h,570000,3,2,2,530
h,790000,3,1,2,630
h,1035000,3,2,0,414
h,720000,3,1,0,422
h,817000,2,1,1,256
h,495000,3,1,6,508
h,621000,4,2,3,640
h,677000,3,1,2,807
h,645000,3,1,3,482
h,710000,3,1,2,512
h,700000,3,1,2,695
h,702500,4,2,2,903
h,1901000,3,2,2,628
h,490000,3,2,2,251
h,690000,4,2,2,663
h,695000,4,2,2,655
h,907500,3,1,4,738
h,1500000,3,1,6,664
h,667000,4,2,2,601
h,647000,3,1,1,529
h,1065800,4,2,2,874
h,1035000,3,2,2,664
h,806000,4,2,2,534
h,439500,3,1,1,300
h,550000,3,2,2,580
h,1560000,4,2,2,1084
h,1760000,3,1,2,535
t,478000,3,2,2,162
h,457000,3,1,1,555
h,945000,3,1,3,448
h,2025000,3,2,2,514
h,1561000,4,2,2,406
h,1200000,2,1,0,135
h,2560000,4,3,2,880
h,730000,3,2,1,548
h,770000,3,2,2,616
h,805000,3,1,2,540
h,1330000,2,1,0,122
h,3600000,4,3,1,177
h,1550000,3,1,2,595
h,630000,3,2,4,465
h,615000,3,1,3,642
h,1895000,3,1,2,387
h,1635000,3,1,2,619
h,1650000,4,2,2,557
h,2005000,4,2,2,572
u,987000,3,1,1,460
h,910000,4,2,2,667
h,900000,3,1,2,545
h,785000,3,1,1,595
h,850000,1,1,2,242
h,799000,3,1,2,579
h,1425000,3,1,2,317
h,3600000,5,4,3,611
h,2200000,3,1,1,1170
h,1560000,3,1,2,710
h,1500000,3,1,2,622
h,1500000,4,2,1,620
h,2110000,3,1,2,713
h,1113000,3,1,3,793
h,1630000,3,1,2,554
h,1730000,3,1,2,569
h,1510000,3,1,2,680
h,2260000,4,3,2,560
h,1162000,3,2,2,254
h,1190000,4,1,2,612
h,1160000,3,1,3,560
h,1000000,3,2,3,402
h,530000,3,2,1,530
h,1255000,2,1,1,604
h,785000,3,1,1,789
h,1150000,5,3,1,320
h,1350000,5,3,2,751
h,1210000,4,2,2,652
h,1700000,4,2,2,608
h,1650000,3,1,2,392
h,1655000,3,2,2,306
t,816000,3,2,1,137
h,1417000,3,1,1,1089
h,1255000,3,3,1,333
h,860000,3,2,2,529
h,1215000,7,2,2,615
h,955000,2,1,2,785
h,1500000,3,1,0,422
h,1830000,3,2,1,208
h,1205000,3,1,1,444
h,1222000,4,2,1,515
h,990000,3,1,2,502
h,950000,1,1,1,790
h,555000,4,1,0,628
h,451000,3,1,1,553
h,473000,3,2,1,294
h,720000,4,2,2,754
h,568000,3,2,2,448
h,880000,5,2,2,983
h,970000,3,2,2,836
h,855000,3,1,1,864
h,1175000,3,2,2,864
h,506000,3,1,3,582
h,870000,3,2,3,540
h,1351000,3,3,2,681
h,1327000,3,1,2,739
h,1330000,4,2,2,864
h,1070000,2,2,2,758
h,1160000,4,2,2,1127
h,1690000,3,2,2,576
h,3050000,3,1,2,923
h,895000,3,2,2,789
h,915000,3,2,4,1150
h,685000,4,2,2,669
h,621000,4,2,2,614
h,631000,3,1,1,555
h,1150000,6,3,2,423
h,1900000,4,2,6,936
t,1269000,3,2,2,307
t,900000,3,2,2,320
h,992500,2,1,2,516
h,1620000,3,2,2,604
h,840000,3,1,3,570
h,775000,3,1,1,671
h,808000,3,1,2,726
h,761000,3,1,4,726
h,1250000,3,2,1,268
h,860000,3,2,2,162
h,1450000,4,2,1,593
h,868000,2,1,2,231
h,1190000,4,2,2,851
h,1088000,4,2,2,586
h,844000,4,2,3,781
h,695000,3,1,2,672
h,881000,4,2,2,1296
h,820000,3,2,2,21600
h,636000,4,3,2,926
h,525500,3,1,1,521
h,588000,3,1,1,571
h,740000,4,3,2,526
h,610000,3,1,1,606
h,2115000,4,2,2,718
h,2670000,5,4,2,788
h,1630000,5,4,2,652
h,685500,3,1,1,620
h,752000,3,1,1,580
h,770000,3,1,3,604
h,700000,3,1,1,594
h,892500,3,1,1,666
h,652000,3,1,2,358
h,2095000,3,2,1,544
t,1550000,4,2,2,385
h,2800000,4,3,1,558
t,815000,2,1,2,255
h,531000,4,1,1,469
h,525000,4,2,2,622
h,525000,4,1,2,589
h,565000,4,2,2,595
h,593150,4,2,2,624
h,1250000,3,2,2,354
h,570000,3,1,0,723
h,700000,4,1,0,659
h,950000,3,1,2,585
h,915000,3,1,2,624
h,990000,3,2,2,310
h,700000,3,1,1,607
h,850000,3,1,2,547
h,1720000,4,2,2,714
h,2000000,4,2,2,650
h,1850000,4,2,2,583
h,980000,4,3,2,666
h,755000,4,1,2,735
h,771000,3,1,4,624
h,760000,3,1,2,604
h,685500,3,2,1,555
t,715000,2,1,2,210
h,1190000,4,2,2,476
h,450000,3,1,2,605
h,420000,4,2,2,589
h,530000,4,2,2,601
h,630000,4,2,2,888
h,950000,4,2,2,590
h,1800000,4,3,2,741
h,460000,3,2,1,212
h,517500,4,2,2,400
h,6370000,4,3,3,476
h,660000,3,2,1,537
h,1705000,4,2,2,699
h,993000,4,2,2,703
h,1104000,3,2,2,371
h,841000,3,1,2,476
h,792000,2,1,1,226
h,728000,4,2,2,913
h,1775000,4,2,1,762
h,950000,3,1,2,864
h,1650000,4,3,4,878
h,2820000,5,5,2,695
h,1375000,3,1,1,843
h,1000000,4,2,0,653
h,860000,3,1,2,687
h,1017500,2,1,1,226
h,1150000,3,2,0,193
h,2750000,3,2,4,634
h,780000,3,1,1,570
t,916000,3,2,1,304
h,1828000,5,3,4,667
h,1920000,4,2,2,659
h,493000,3,2,2,648
h,1775000,3,3,4,791
t,800000,3,2,2,655
t,710000,3,2,2,1021
h,780000,4,1,3,568
h,711500,4,2,2,663
h,800000,4,3,2,700
h,2926000,3,3,1,421
h,2160000,4,2,3,391
h,850000,3,1,2,455
h,725000,3,2,2,289
h,750000,3,1,1,644
h,960000,4,3,4,926
h,930000,3,1,1,750
h,1750000,4,2,2,351
h,1100000,3,2,0,190
h,852000,3,1,1,535
h,958000,4,2,2,656
h,950000,3,2,2,580
h,865000,4,2,2,505
h,675000,5,3,2,517
h,610000,3,2,2,487
h,890000,4,2,2,767
h,666000,4,2,2,575
h,710000,4,2,2,588
h,520000,3,2,2,552
h,910000,4,2,2,778
h,1310000,4,2,1,738
h,1310000,4,2,2,696
h,750000,5,3,3,561
h,590000,3,1,0,613
h,765000,3,1,2,664
h,535000,3,2,2,448
h,780000,4,2,2,997
h,1450000,4,3,2,670
h,1350000,4,2,2,840
h,850000,3,2,2,666
h,720000,3,1,4,706
h,750000,4,2,2,527
h,655000,3,2,3,682
h,1370000,3,1,1,353
h,1105000,2,2,1,256
h,735000,4,2,2,634
h,1020000,4,2,2,668
h,1080000,4,2,2,651
h,1240000,4,2,1,696
h,930000,3,1,1,654
h,1430000,5,3,5,1354
h,1003000,4,2,2,645
h,1490500,4,2,2,757
h,945000,3,2,2,767
h,855000,3,1,2,535
h,468000,3,2,2,447
h,510000,3,1,1,538
h,2371000,4,2,1,214
h,892250,8,4,4,914
h,620000,3,1,2,531
h,1170000,4,2,2,704
h,1540000,4,2,2,732
h,1030000,5,2,2,89030
h,2350000,4,2,2,462
h,417000,3,2,2,400
h,1200000,3,2,1,219
t,790000,2,1,0,186
h,2600000,4,2,4,923
h,1905000,4,2,2,797
h,730000,3,1,1,377
h,880000,3,1,1,613
h,886000,3,2,1,314
h,926000,3,1,2,614
h,4110000,4,2,1,425
h,715000,3,1,2,638
h,725000,3,1,2,534
h,1757000,4,1,2,519
h,417000,4,2,2,591
h,600000,4,1,1,484
h,800000,4,2,4,531
h,842000,2,1,0,226
h,1700000,4,2,1,475
h,941000,4,2,2,760
h,900000,3,1,1,550
h,3300000,3,2,2,998
h,2600000,4,3,2,650
h,3350000,5,4,2,600
h,1530000,3,1,2,613
h,2350000,3,1,2,1105
h,1300000,3,1,2,592
h,916500,4,2,0,725
h,2070000,4,2,2,650
h,1560000,4,2,2,363
t,1250000,4,3,2,750
h,2055000,5,5,2,675
h,1420000,4,2,2,638
h,950000,3,1,2,366
h,1200000,3,1,1,683
h,556500,3,2,2,516
h,1300000,4,2,2,705
h,1335000,3,1,1,757
h,1340000,3,1,3,667
h,917500,3,1,2,629
h,1435000,2,1,1,647
h,1782500,4,2,1,641
h,771000,3,1,0,588
h,785000,3,1,3,539
h,2451000,4,3,2,335
h,2103000,4,2,2,708
h,1600000,3,2,3,691
h,538000,4,2,4,770
h,1530000,5,2,2,467
h,1255000,3,1,2,185
h,1075000,2,1,1,2400
h,1326000,3,1,2,217
h,1050000,4,2,1,602
h,782000,3,1,1,530
h,780000,3,1,2,562
h,918000,5,2,2,807
h,847500,4,2,2,527
h,1600000,4,2,1,697
h,1115000,3,1,2,602
h,1670000,4,1,1,599
h,530000,3,1,2,528
h,1590000,3,2,2,499
h,965000,3,1,4,538
h,912000,2,1,1,156
h,1600000,3,1,2,402
h,925000,3,2,1,406
h,1000000,3,1,1,371
h,615000,3,2,1,758
h,580000,3,2,2,294
h,768000,3,1,2,850
h,717000,3,2,1,696
h,895000,4,2,2,857
h,1334000,4,2,2,653
h,1340000,4,2,2,786
t,1310000,4,2,2,368
h,1400000,5,2,2,657
h,1355000,4,2,2,808
h,1468000,4,2,2,602
h,2660000,4,3,2,3999
h,707000,4,2,4,587
h,2001000,5,2,2,737
h,1240000,4,2,2,967
h,940000,4,2,2,877
h,2280000,4,2,1,302
h,2200000,4,2,1,544
h,711000,4,2,2,530
h,2520000,4,3,2,836
h,2625000,5,3,2,1010
h,1300000,4,3,2,607
h,775000,4,1,2,638
h,940000,3,1,2,989
h,940000,3,1,1,1038
h,1625000,4,1,1,150
h,2200000,4,1,1,242
h,1677000,2,1,2,362
h,1270000,2,1,1,341
h,1014000,2,1,1,169
h,1159000,3,1,2,638
h,965000,3,2,1,519
h,1134000,3,1,1,601
h,740000,4,2,2,632
h,641000,4,2,3,673
h,1850000,4,2,2,696
h,538000,3,1,2,564
h,3120000,4,2,2,725
h,2420000,4,2,2,638
h,2237500,4,2,2,650
h,1439000,4,2,2,663
t,666133,3,2,2,933
h,2000000,4,3,2,420
h,990000,3,2,1,725
h,730000,2,1,1,690
h,761000,2,1,0,589
h,660000,4,2,2,690
h,615000,3,2,2,600
h,530000,4,2,2,562
h,500000,2,1,2,650
h,610000,3,1,6,644
h,604000,3,2,3,566
h,580000,4,2,2,627
h,541000,3,1,2,568
h,587000,3,1,1,583
h,765000,3,2,1,611
h,2500000,4,2,1,277
h,3450000,4,2,2,954
h,880000,3,2,5,747
h,380000,3,1,2,600
h,716500,3,1,5,688
h,622000,3,1,2,531
h,612000,3,1,4,545
h,3100000,4,3,1,557
h,1100000,3,1,1,490
h,1187000,3,2,2,598
h,970000,5,2,2,515
h,1720000,3,1,3,580
h,512000,3,2,1,559
h,950000,3,1,1,567
h,1695000,4,2,1,725
h,570000,4,2,2,392
h,636000,3,2,2,523
h,565000,3,1,1,606
h,802000,4,2,2,519
h,475000,2,2,1,375
h,592500,3,1,0,432
h,958888,4,2,1,700
t,950000,3,3,1,490
h,1400000,4,2,2,572
h,1191000,3,1,1,602
h,801500,3,2,2,939
h,790000,3,1,1,698
h,1189000,3,1,2,372
h,1740000,3,2,3,400
h,1100000,3,1,3,730
h,735000,3,1,2,426
h,1215000,3,1,2,536
h,1315000,3,2,2,562
h,1045000,3,1,2,534
h,962500,3,1,2,534
h,1700000,4,2,3,522
h,1055000,3,1,1,697
t,780000,3,3,2,797
h,871000,3,2,2,601
h,891000,3,1,1,557
h,1340000,4,2,2,1000
h,540000,3,1,1,444
h,515000,4,2,2,237
h,1400000,3,1,1,135
h,835000,2,1,4,501
u,440000,2,1,1,706
h,869000,2,1,1,265
h,1201000,3,2,1,545
h,760000,3,1,2,750
h,920000,4,3,4,557
h,650000,3,1,1,491
h,850000,4,1,1,736
h,1000000,4,1,2,646
h,1907000,4,1,3,411
h,470000,3,2,2,328
h,1675000,4,3,2,675
h,1300000,3,1,2,600
h,1010000,3,1,0,436
h,1850000,4,2,2,132
h,650000,3,2,2,450
h,737500,4,2,2,676
h,2180000,3,2,2,223
h,1750000,3,2,2,153
h,1300000,3,1,1,238
h,1225000,2,1,1,361
h,880000,3,1,2,554
h,845000,3,1,2,630
h,870000,4,2,2,673
h,520000,3,2,1,646
h,600000,3,1,2,1010
h,530000,3,2,4,658
h,515000,3,1,2,689
h,725000,3,1,3,527
h,570000,3,2,1,255
h,3445000,4,3,2,1227
h,2285000,4,2,2,627
h,2300000,4,2,4,751
h,1980000,3,1,2,819
h,1285000,3,2,2,736
h,585000,4,2,2,448
h,2300000,4,4,2,4168
h,1731500,4,3,2,941
t,1550000,4,3,2,345
h,1290000,3,2,2,960
h,1390000,4,3,6,709
h,1100000,4,2,2,799
h,1435000,3,1,2,738
h,735000,5,2,1,529
u,460000,2,1,1,148
h,1516000,4,2,2,523
h,610000,3,1,1,534
h,805000,3,1,4,802
h,441000,4,2,2,1020
h,950000,4,2,2,752
h,1036000,4,2,2,772
h,1000000,4,2,2,577
h,840000,3,1,2,560
h,1405000,4,2,5,975
h,490000,3,2,0,530
h,470000,3,2,2,568
h,558000,3,1,2,693
h,568750,4,2,3,720
h,870000,3,1,2,390
h,675000,3,2,2,134
h,570000,3,1,2,468
h,616000,3,1,1,829
h,1050000,5,2,3,708
h,935383,3,2,2,658
h,730000,4,2,2,547
h,643000,4,2,2,421
h,920000,3,1,0,207
h,1700000,2,1,4,865
h,850000,4,1,2,482
h,965000,4,2,1,730
h,870000,6,3,2,976
h,845000,3,3,3,612
h,931000,4,2,1,276
h,912000,3,1,3,611
h,2720000,3,1,1,259
h,1165000,4,1,3,551
h,600000,3,1,2,482
h,950000,3,1,2,583
h,480000,3,1,2,400
h,650000,3,1,3,604
h,1800000,3,2,1,167
h,1788000,5,2,2,603
h,1870000,3,1,2,689
h,1595000,3,2,1,416
h,1620000,3,1,3,637
h,2100000,5,5,2,725
h,1167500,2,1,2,783
u,896000,3,2,1,276
h,950000,3,2,2,651
h,840000,4,2,2,600
h,714000,4,1,2,656
h,865000,3,1,2,590
h,801000,3,2,2,580
h,702500,3,1,1,201
h,900000,4,3,1,612
h,2400000,3,1,2,893
h,2005000,4,2,2,450
h,3320000,5,4,2,673
h,2400000,4,2,2,716
h,1683000,5,3,4,603
h,2080000,4,1,4,705
h,1000000,2,1,2,244
h,3225000,5,4,2,646
h,1730000,5,2,4,643
h,1580000,4,2,2,652
h,1500000,3,2,2,749
h,1800000,5,2,3,730
h,2478000,5,3,2,697
h,2050000,5,3,2,1639
h,1305000,5,2,4,565
h,1700000,3,1,2,649
h,1600000,4,1,4,700
h,1660000,4,2,3,567
h,1100000,3,2,2,1212
h,1100000,4,3,1,699
h,1940000,4,2,3,926
h,1955000,5,3,2,587
h,1501000,4,2,2,817
h,1031000,3,2,3,564
h,815100,3,2,2,1153
h,4690000,4,4,2,920
h,2040000,3,3,2,446
h,11200000,4,3,2,1400
t,3820000,4,2,2,420
h,3850000,4,2,2,823
h,5410000,5,3,3,1454
h,1850000,3,2,2,691
h,2100000,3,2,2,525
h,2000000,5,2,2,604
h,2710000,4,4,2,657
h,2220000,4,1,2,819
h,640000,3,1,3,697
h,2020000,5,3,1,382
h,1050000,3,1,1,299
h,1332000,3,1,2,535
h,1310000,3,2,1,408
h,970000,3,1,4,650
h,1830000,4,3,2,700
h,1121000,3,2,2,1167
h,920000,4,2,2,552
h,825000,4,2,4,557
h,770000,3,1,1,551
h,675000,3,1,2,564
h,775100,4,2,2,564
h,860000,4,3,3,675
h,2315000,10,9,2,612
h,1500000,3,1,3,831
h,1005000,3,1,2,621
h,1682000,4,1,2,699
h,1750000,4,2,2,893
h,1260000,4,2,2,582
h,1100000,3,1,1,586
h,985000,3,1,3,531
h,2200000,2,1,1,697
h,2650000,5,3,3,696
h,2540000,5,3,2,730
h,1880000,4,1,2,828
h,1815000,3,1,3,620
h,666000,4,2,2,575
h,4620000,4,2,2,796
h,1700000,4,2,1,464
h,1600000,2,1,3,638
h,1025000,3,1,2,590
h,1475000,4,2,2,604
h,1250000,3,1,1,604
h,1130000,4,2,2,483
t,700000,3,2,2,171
h,1387000,5,2,2,667
h,800000,3,2,2,257
h,1004000,3,1,1,852
h,3100000,4,2,2,293
h,706500,2,1,2,515
h,820000,2,1,1,334
h,1350000,4,2,1,404
h,1269000,4,1,1,422
h,1150000,3,1,2,459
h,1190000,5,3,2,460
h,655000,4,2,2,448
h,435000,3,1,1,313
h,620000,4,2,2,399
h,563000,3,2,2,665
h,580000,4,2,2,350
h,524000,3,2,4,582
h,910500,4,2,3,4208
h,660000,3,1,2,512
h,1105000,2,1,18,1250
h,1115000,4,2,2,1237
h,1060000,4,2,2,864
h,940750,4,2,2,704
h,800000,3,1,2,897
h,695000,5,3,3,591
h,465000,3,1,2,542
h,775000,5,3,2,736
h,651800,3,2,2,570
h,765000,3,1,2,691
h,422000,3,1,2,584
h,1526000,5,3,2,544
h,1290000,4,3,2,743
h,1155000,3,1,1,656
h,1105000,4,2,1,655
h,1450000,4,2,2,872
h,1380000,3,2,2,698
h,695500,3,2,2,840
h,800000,3,1,2,374
h,960000,3,2,2,1185
u,625000,3,1,1,592
h,646000,4,2,1,584
h,656000,4,1,2,570
h,470000,3,1,1,306
h,1507000,4,2,2,558
h,1153000,2,1,2,578
h,750000,2,1,2,304
h,703000,4,2,2,899
h,1900000,4,2,1,474
h,745000,3,1,2,622
h,850000,4,3,3,367
h,895000,3,1,2,672
h,718000,3,1,1,721
h,1575000,2,2,1,4580
h,1570000,3,2,1,61
h,1161000,3,1,1,223
h,860000,2,1,1,119
h,910000,4,1,3,288
h,1290000,2,1,4,527
h,600000,4,1,1,650
h,800000,3,1,2,904
h,670000,4,2,2,692
h,600000,3,2,2,756
h,625000,3,1,1,538
h,930000,3,2,4,40468
h,760000,4,3,2,578
h,680000,4,2,3,558
h,665000,3,1,2,550
h,1055000,2,1,1,111
h,2320000,4,2,2,672
h,3650000,4,2,2,865
h,5355000,4,2,5,919
h,1300000,4,2,0,712
h,1500000,4,1,1,708
h,1640000,4,2,2,955
h,1000000,3,2,2,704
h,865000,3,1,2,690
h,780000,3,1,4,695
h,290000,1,1,0,225
h,790000,4,2,2,653
h,708000,4,2,1,584
h,920000,4,2,2,581
h,985000,3,2,2,754
h,937000,4,2,2,819
h,710000,3,1,1,577
h,700000,4,2,2,655
h,1400000,6,2,2,4591
h,1077500,5,3,2,604
h,665000,2,2,2,286
h,2025000,4,2,2,662
h,2670000,3,1,2,560
u,502000,3,2,2,233
h,2750000,4,2,1,695
h,3800000,5,3,3,822
h,1500000,3,2,2,240
h,1350000,3,1,2,297
h,785000,3,1,1,599
h,900000,4,2,2,731
h,960000,5,3,0,883
h,602000,2,1,1,224
h,1563000,4,2,2,611
h,900000,2,1,1,723
h,1340000,4,1,1,631
h,1776000,5,3,2,501
h,1100000,3,2,1,635
h,681000,4,2,2,666
h,682100,4,2,4,735
h,500000,3,1,3,650
h,525000,3,2,2,591
h,515000,3,1,2,688
h,1480000,3,2,2,613
h,1181000,3,1,1,697
h,1000000,3,1,2,662
h,2010000,4,2,2,750
h,616000,4,3,2,543
h,1210000,4,3,2,1101
h,900000,5,3,5,821
h,1095000,3,1,3,659
h,1752000,3,1,1,339
h,1775000,3,2,2,696
h,2375000,5,3,2,570
h,727000,4,1,2,560
h,1180000,3,2,0,277
h,1170000,3,2,1,275
h,1190000,4,1,2,664
h,1740000,3,2,2,456
h,2090000,4,3,2,569
h,6125000,5,3,2,1384
h,1765000,4,3,3,669
t,1101000,4,3,1,120
h,1860000,5,2,2,697
h,413000,3,1,1,587
h,2000000,5,3,3,640
h,1165000,3,1,2,771
h,609000,4,2,2,448
h,622000,4,2,2,460
h,541000,4,2,2,443
h,726000,3,2,2,603
h,744000,3,2,2,667
h,800000,5,2,1,652
h,688000,4,2,2,659
h,720000,4,2,2,630
h,755000,3,2,2,625
h,705000,4,2,2,565
h,654000,4,1,1,306
h,1050000,3,1,1,662
h,1370000,3,2,2,1111
h,1230000,5,3,2,676
h,1375000,4,2,2,954
h,941000,3,2,2,433
h,1635000,3,2,2,431
h,1380000,4,2,2,589
h,1050000,3,1,2,652
h,1305000,3,1,2,670
h,870000,3,1,2,853
h,1351000,3,1,2,970
h,1350000,4,3,2,807
h,2105000,5,3,2,650
h,1720000,3,1,2,733
h,960000,3,1,2,282
h,380000,3,1,2,373
h,1400000,4,2,2,349
t,1190000,4,2,1,317
h,725000,3,1,1,585
h,790000,3,1,1,687
h,698000,2,1,2,1383
h,1050000,3,2,1,137
h,2250000,4,3,2,375
h,2295000,4,2,2,580
h,1200000,3,2,2,662
h,1237000,4,2,1,651
h,986000,4,2,1,541
h,1000000,3,2,2,684
h,490000,5,2,2,756
h,1875000,4,2,1,598
h,1610000,3,1,2,858
h,1270000,4,3,1,585
h,1400000,3,1,2,588
h,890000,4,1,2,458
h,659000,3,1,2,535
h,476500,3,2,1,201
h,725000,4,2,2,594
h,608000,3,2,2,384
h,2200000,3,2,2,300
h,1960000,3,1,1,309
h,833000,3,1,1,501
h,1165000,4,1,1,398
h,1040000,4,2,2,511
h,960000,2,1,2,440
h,1150000,3,2,2,111
h,1600000,2,1,0,193
h,1210000,4,2,2,859
h,907000,3,1,2,550
h,725000,3,1,2,828
h,980000,4,2,4,926
h,795000,3,1,2,746
h,750000,3,2,2,805
h,950000,4,1,2,850
h,1066000,3,2,1,728
h,1050000,3,1,3,696
h,522500,3,2,2,409
h,477000,4,2,0,475
h,550000,3,2,2,552
h,4600000,4,2,2,1839
h,2750000,4,3,2,758
h,1555000,3,1,2,581
h,1918000,3,1,2,503
h,1320000,3,2,3,724
h,611000,3,1,2,551
h,620000,4,2,2,497
h,433500,3,2,2,146
h,1350000,2,1,2,127
h,2200000,2,2,1,133
h,2400000,3,2,0,343
h,2300000,3,2,2,211
h,930000,3,2,2,750
h,600000,3,1,0,585
h,460000,2,1,2,296
h,785000,3,1,2,583
h,1630000,4,2,2,350
h,1370000,4,2,2,439
h,1610000,4,3,2,873
h,880000,3,2,2,264
h,566000,3,2,3,744
h,650000,4,2,2,944
h,530000,3,2,1,705
h,761000,3,1,1,585
h,1050000,4,2,3,446
h,2325000,5,3,4,923
h,3000000,4,2,2,811
h,2900000,4,3,4,873
h,2100000,4,3,7,596
h,2725000,4,3,2,1308
h,610000,3,2,2,408
h,692000,4,2,4,594
h,640000,4,2,2,665
h,1200000,4,2,2,812
h,1700000,4,2,2,646
h,1275000,4,2,2,654
h,1321000,4,2,2,732
h,1301000,4,3,2,724
h,1050000,3,2,2,653
h,1710000,6,3,2,698
h,672000,3,1,1,612
h,1170000,2,1,3,667
h,972000,2,1,1,333
t,1900000,3,2,2,141
h,1133000,4,1,4,880
h,1122000,4,3,2,957
h,1500000,4,3,2,802
h,980000,4,1,1,585
h,484000,3,1,4,991
h,885000,2,1,2,623
h,480000,3,1,1,703
h,441000,3,1,1,598
h,645000,4,2,2,745
